Name	Cov (B)     	Scope (B)   	CB / SB     	Cov (L)     	Scope (L)   	CL / SL     
run_builtin ,argv        @0x0:0xed3	          72	         690	     0.10435	           3	          40	     0.07500
run_builtin ,st          @0x0:0xee3	         690	         690	     1.00000	          40	          40	     1.00000
run_builtin ,run_setup   @0x0:0xef3	         459	         690	     0.66522	          27	          40	     0.67500
run_builtin ,help        @0x0:0xf03	         301	         690	     0.43623	          21	          40	     0.52500
run_builtin ,prefix      @0x0:0xf13	         552	         690	     0.80000	          32	          40	     0.80000
run_builtin ,status      @0x0:0xf23	          52	         690	     0.07536	           3	          40	     0.07500
run_builtin ,nongit_ok   @0x0:0xf40	           5	           5	     1.00000	           1	           1	     1.00000
list_cmds   ,spec        @0x0:0x1ec4	         474	         542	     0.87454	          27	          30	     0.90000
list_cmds   ,list        @0x0:0x1ed3	         542	         542	     1.00000	          30	          30	     1.00000
list_cmds   ,nongit      @0x0:0x1ee2	         499	         542	     0.92066	          28	          30	     0.93333
list_cmds   ,i           @0x0:0x1ef1	          54	         542	     0.09963	           2	          30	     0.06667
list_cmds   ,len         @0x0:0x1f05	         357	         371	     0.96226	          20	          22	     0.90909
list_cmds   ,sep         @0x0:0x1f14	           3	         371	     0.00809	           1	          22	     0.04545
list_cmds   ,sb          @0x0:0x1f30	          66	          66	     1.00000	           4	           4	     1.00000
execv_dashed,argv        @0x0:0x2137	         367	         367	     1.00000	          19	          19	     1.00000
execv_dashed,cmd         @0x0:0x2147	         367	         367	     1.00000	          19	          19	     1.00000
execv_dashed,status      @0x0:0x2157	          25	         367	     0.06812	           3	          19	     0.15789
run_argv    ,argcp       @0x0:0xa8a	         615	         759	     0.81028	          29	          35	     0.82857
run_argv    ,argv        @0x0:0xa9a	         723	         759	     0.95257	          33	          35	     0.94286
run_argv    ,cmd_list    @0x0:0xaaa	         759	         759	     1.00000	          35	          35	     1.00000
run_argv    ,done_alias  @0x0:0xaba	         395	         759	     0.52042	          20	          35	     0.57143
run_argv    ,seen        @0x0:0xaca	         204	         759	     0.26877	          10	          35	     0.28571
run_argv    ,cmd         @0x0:0xadf	         349	         349	     1.00000	          15	          15	     1.00000
run_argv    ,i           @0x0:0xaef	         115	         349	     0.32951	           5	          15	     0.33333
run_argv    ,sb          @0x0:0xb05	         177	         177	     1.00000	           8	           8	     1.00000
run_argv    ,i           @0x0:0xb15	         113	         177	     0.63842	           5	           8	     0.62500
run_argv    ,item        @0x0:0xb2a	           3	          84	     0.03571	           0	           4	     0.00000
handle_built,argc        @0x0:0xd3f	         232	         244	     0.95082	          16	          17	     0.94118
handle_built,argv        @0x0:0xd4f	         234	         244	     0.95902	          17	          17	     1.00000
handle_built,args        @0x0:0xd5f	         244	         244	     1.00000	          17	          17	     1.00000
handle_built,cmd         @0x0:0xd6f	         194	         244	     0.79508	          14	          17	     0.82353
handle_built,builtin     @0x0:0xd7f	          28	         244	     0.11475	           3	          17	     0.17647
handle_built,i           @0x0:0xd9c	          68	          94	     0.72340	           4	           8	     0.50000
cmd_main    ,argc        @0x0:0x4d7	         390	         635	     0.61417	          25	          36	     0.69444
cmd_main    ,argv        @0x0:0x4e7	         449	         635	     0.70709	          29	          36	     0.80556
cmd_main    ,done_help   @0x0:0x4f7	         579	         635	     0.91181	          35	          36	     0.97222
cmd_main    ,cmd         @0x0:0x507	         563	         635	     0.88661	          32	          36	     0.88889
cmd_main    ,slash       @0x0:0x524	           9	          16	     0.56250	           2	           3	     0.66667
cmd_main    ,was_alias   @0x0:0x53a	          71	         131	     0.54198	           5	           8	     0.62500
list_builtin,out         @0x0:0x1e54	          80	          80	     1.00000	           6	           6	     1.00000
list_builtin,exclude_opti@0x0:0x1e64	          80	          80	     1.00000	           6	           6	     1.00000
list_builtin,i           @0x0:0x1e74	          37	          80	     0.46250	           4	           6	     0.66667
match_token ,spec        @0x0:0x2d61	          69	          69	     1.00000	           3	           3	     1.00000
match_token ,len         @0x0:0x2d70	          69	          69	     1.00000	           3	           3	     1.00000
match_token ,token       @0x0:0x2d7f	          69	          69	     1.00000	           3	           3	     1.00000
match_token ,token_len   @0x0:0x2d8e	          20	          69	     0.28986	           1	           3	     0.33333
exclude_help,list        @0x0:0x2dcd	          98	         109	     0.89908	           5	           6	     0.83333
exclude_help,i           @0x0:0x2ddc	          88	         109	     0.80734	           4	           6	     0.66667
setup_auto_p,cmd         @0x0:0x1a8	          55	          60	     0.91667	           5	           6	     0.83333
setup_auto_p,def         @0x0:0x1b7	          55	          60	     0.91667	           5	           6	     0.83333
st_mult     ,a           @0x0:0x2f5b	          43	          43	     1.00000	           4	           4	     1.00000
st_mult     ,b           @0x0:0x2f68	          37	          43	     0.86047	           4	           4	     1.00000
handle_optio,argv        @0x0:0x6bb	        2270	        2270	     1.00000	         109	         109	     1.00000
handle_optio,argc        @0x0:0x6ca	        2201	        2270	     0.96960	         106	         109	     0.97248
handle_optio,envchanged  @0x0:0x6d9	        2270	        2270	     1.00000	         109	         109	     1.00000
handle_optio,orig_argv   @0x0:0x6e8	        2243	        2270	     0.98811	         107	         109	     0.98165
handle_optio,cmd         @0x0:0x6fc	        1832	        2182	     0.83960	          96	         105	     0.91429
handle_optio,list        @0x0:0x718	         116	         116	     1.00000	           6	           6	     1.00000
handle_optio,i           @0x0:0x728	          51	         116	     0.43966	           2	           6	     0.33333
handle_optio,cwd         @0x0:0x746	          45	          53	     0.84906	           4	           5	     0.80000
move_array  ,dst         @0x0:0x2ef6	          44	          45	     0.97778	           3	           4	     0.75000
move_array  ,src         @0x0:0x2f06	          44	          45	     0.97778	           3	           4	     0.75000
move_array  ,n           @0x0:0x2f16	          44	          45	     0.97778	           3	           4	     0.75000
move_array  ,size        @0x0:0x2f26	          45	          45	     1.00000	           4	           4	     1.00000
copy_array  ,dst         @0x0:0x2fb9	          44	          45	     0.97778	           3	           4	     0.75000
copy_array  ,src         @0x0:0x2fc9	          44	          45	     0.97778	           3	           4	     0.75000
copy_array  ,n           @0x0:0x2fd9	          44	          45	     0.97778	           3	           4	     0.75000
copy_array  ,size        @0x0:0x2fe9	          45	          45	     1.00000	           4	           4	     1.00000
skip_prefix ,str         @0x0:0x3e2	          52	          52	     1.00000	           5	           5	     1.00000
skip_prefix ,prefix      @0x0:0x3f2	          52	          52	     1.00000	           5	           5	     1.00000
skip_prefix ,out         @0x0:0x400	          52	          52	     1.00000	           5	           5	     1.00000
strbuf_addst,sb          @0x0:0x27e1	          40	          40	     1.00000	           3	           3	     1.00000
strbuf_addst,s           @0x0:0x27f1	          40	          40	     1.00000	           3	           3	     1.00000
gitstrchrnul,s           @0x0:0x2d2a	          36	          36	     1.00000	           4	           4	     1.00000
gitstrchrnul,c           @0x0:0x2d3a	          36	          36	     1.00000	           4	           4	     1.00000
_           ,msgid       @0x0:0xcf0	          25	          25	     1.00000	           4	           4	     1.00000
is_builtin  ,s           @0x0:0x28a	          21	          21	     1.00000	           2	           2	     1.00000
git_find_las,path        @0x0:0x684	          16	          16	     1.00000	           2	           2	     1.00000

params	       15112	       16740	     0.90275	         811	         900	     0.90111
vars	       16332	       25498	     0.64052	         885	        1337	     0.66193
all	       31444	       42238	     0.74445	        1696	        2237	     0.75816
