Name	Cov (B)     	Scope (B)   	CB / SB     	Cov (L)     	Scope (L)   	CL / SL     
run_argv    ,i           @0x0:0xae7	         116	         350	     0.33143	           5	          15	     0.33333
run_argv    ,sb          @0x0:0xafd	         180	         180	     1.00000	           8	           8	     1.00000
run_argv    ,i           @0x0:0xb0d	         116	         180	     0.64444	           5	           8	     0.62500
run_argv    ,item        @0x0:0xb22	           0	          87	     0.00000	           0	           4	     0.00000
list_builtin,out         @0x0:0x1e48	          80	          80	     1.00000	           5	           6	     0.83333
list_builtin,exclude_opti@0x0:0x1e58	          80	          80	     1.00000	           5	           6	     0.83333
list_builtin,i           @0x0:0x1e68	           9	          80	     0.11250	           0	           6	     0.00000
strbuf_addst,sb          @0x0:0x27d5	          35	          40	     0.87500	           2	           3	     0.66667
strbuf_addst,s           @0x0:0x27e5	          36	          40	     0.90000	           3	           3	     1.00000
handle_optio,argv        @0x0:0x6b3	        2264	        2270	     0.99736	         108	         109	     0.99083
handle_optio,argc        @0x0:0x6c2	        2201	        2270	     0.96960	         105	         109	     0.96330
handle_optio,envchanged  @0x0:0x6d1	        2270	        2270	     1.00000	         108	         109	     0.99083
handle_optio,orig_argv   @0x0:0x6e0	        2243	        2270	     0.98811	         107	         109	     0.98165
handle_optio,cmd         @0x0:0x6f4	        1832	        2182	     0.83960	          96	         105	     0.91429
handle_optio,list        @0x0:0x710	         116	         116	     1.00000	           6	           6	     1.00000
handle_optio,i           @0x0:0x720	          51	         116	     0.43966	           2	           6	     0.33333
handle_optio,cwd         @0x0:0x73e	          45	          53	     0.84906	           4	           5	     0.80000
list_cmds   ,spec        @0x0:0x1eb8	         473	         526	     0.89924	          26	          30	     0.86667
list_cmds   ,list        @0x0:0x1ec7	         526	         526	     1.00000	          30	          30	     1.00000
list_cmds   ,nongit      @0x0:0x1ed6	         483	         526	     0.91825	          28	          30	     0.93333
list_cmds   ,i           @0x0:0x1ee5	          39	         526	     0.07414	           2	          30	     0.06667
list_cmds   ,len         @0x0:0x1ef9	         357	         371	     0.96226	          20	          22	     0.90909
list_cmds   ,sep         @0x0:0x1f08	           3	         371	     0.00809	          23	          22	     1.04545
list_cmds   ,sb          @0x0:0x1f24	          66	          66	     1.00000	           4	           4	     1.00000
is_builtin  ,s           @0x0:0x28a	          21	          21	     1.00000	           2	           2	     1.00000
git_find_las,path        @0x0:0x67c	          16	          16	     1.00000	           2	           2	     1.00000
execv_dashed,argv        @0x0:0x212b	         367	         367	     1.00000	          18	          19	     0.94737
execv_dashed,cmd         @0x0:0x213b	         367	         367	     1.00000	          19	          19	     1.00000
execv_dashed,status      @0x0:0x214b	          25	         367	     0.06812	           3	          19	     0.15789
exclude_help,list        @0x0:0x2dc1	          98	         109	     0.89908	           4	           6	     0.66667
exclude_help,i           @0x0:0x2dd0	          88	         109	     0.80734	           4	           6	     0.66667
handle_built,argc        @0x0:0xd33	         232	         244	     0.95082	          15	          17	     0.88235
handle_built,argv        @0x0:0xd43	         234	         244	     0.95902	          16	          17	     0.94118
handle_built,args        @0x0:0xd53	         244	         244	     1.00000	          17	          17	     1.00000
handle_built,cmd         @0x0:0xd63	         194	         244	     0.79508	          14	          17	     0.82353
handle_built,builtin     @0x0:0xd73	          28	         244	     0.11475	           3	          17	     0.17647
handle_built,i           @0x0:0xd90	          68	          94	     0.72340	           4	           8	     0.50000
setup_auto_p,cmd         @0x0:0x1a8	          55	          60	     0.91667	           4	           6	     0.66667
setup_auto_p,def         @0x0:0x1b7	          55	          60	     0.91667	           4	           6	     0.66667
st_mult     ,a           @0x0:0x2f4f	          43	          43	     1.00000	           3	           4	     0.75000
st_mult     ,b           @0x0:0x2f5c	          37	          43	     0.86047	           3	           4	     0.75000
skip_prefix ,str         @0x0:0x3da	          52	          52	     1.00000	           4	           5	     0.80000
skip_prefix ,prefix      @0x0:0x3ea	          52	          52	     1.00000	           4	           5	     0.80000
skip_prefix ,out         @0x0:0x3f8	          52	          52	     1.00000	           4	           5	     0.80000
match_token ,spec        @0x0:0x2d55	          65	          69	     0.94203	           2	           3	     0.66667
match_token ,len         @0x0:0x2d64	          63	          69	     0.91304	           3	           3	     1.00000
match_token ,token       @0x0:0x2d73	          67	          69	     0.97101	           2	           3	     0.66667
match_token ,token_len   @0x0:0x2d82	          20	          69	     0.28986	           1	           3	     0.33333
gitstrchrnul,s           @0x0:0x2d1e	          36	          36	     1.00000	           3	           4	     0.75000
gitstrchrnul,c           @0x0:0x2d2e	          36	          36	     1.00000	           3	           4	     0.75000
_           ,msgid       @0x0:0xce4	          25	          25	     1.00000	           3	           4	     0.75000
move_array  ,dst         @0x0:0x2eea	          44	          45	     0.97778	           2	           4	     0.50000
move_array  ,src         @0x0:0x2efa	          44	          45	     0.97778	           2	           4	     0.50000
move_array  ,n           @0x0:0x2f0a	          44	          45	     0.97778	           2	           4	     0.50000
move_array  ,size        @0x0:0x2f1a	          45	          45	     1.00000	           3	           4	     0.75000
copy_array  ,dst         @0x0:0x2fad	          44	          45	     0.97778	           2	           4	     0.50000
copy_array  ,src         @0x0:0x2fbd	          44	          45	     0.97778	           2	           4	     0.50000
copy_array  ,n           @0x0:0x2fcd	          44	          45	     0.97778	           2	           4	     0.50000
copy_array  ,size        @0x0:0x2fdd	          45	          45	     1.00000	           3	           4	     0.75000

params	       14828	       16730	     0.88631	         799	         900	     0.88778
vars	       16165	       25466	     0.63477	         876	        1337	     0.65520
all	       30993	       42196	     0.73450	        1675	        2237	     0.74877
