Name	Cov (B)     	Scope (B)   	CB / SB     	Cov (L)     	Scope (L)   	CL / SL     
handle_built,argc        @0x0:0xd33	         232	         244	     0.95082	          26	          30	     0.86667
handle_built,argv        @0x0:0xd43	         234	         244	     0.95902	          30	          30	     1.00000
handle_built,args        @0x0:0xd53	         244	         244	     1.00000	          30	          30	     1.00000
handle_built,cmd         @0x0:0xd63	         194	         244	     0.79508	          21	          30	     0.70000
handle_built,builtin     @0x0:0xd73	          28	         244	     0.11475	           3	          30	     0.10000
handle_built,i           @0x0:0xd90	          68	          94	     0.72340	           4	          11	     0.36364
cmd_main    ,argc        @0x0:0x4cf	         390	         635	     0.61417	          54	          81	     0.66667
cmd_main    ,argv        @0x0:0x4df	         449	         635	     0.70709	          61	          81	     0.75309
cmd_main    ,done_help   @0x0:0x4ef	         579	         635	     0.91181	          70	          81	     0.86420
cmd_main    ,cmd         @0x0:0x4ff	         563	         635	     0.88661	          61	          81	     0.75309
cmd_main    ,slash       @0x0:0x51c	           9	          16	     0.56250	           2	           3	     0.66667
cmd_main    ,was_alias   @0x0:0x532	          61	         121	     0.50413	          10	          11	     0.90909
match_token ,spec        @0x0:0x2d55	          65	          69	     0.94203	           4	           4	     1.00000
match_token ,len         @0x0:0x2d64	          63	          69	     0.91304	           4	           4	     1.00000
match_token ,token       @0x0:0x2d73	          67	          69	     0.97101	           4	           4	     1.00000
match_token ,token_len   @0x0:0x2d82	          20	          69	     0.28986	           1	           4	     0.25000
exclude_help,list        @0x0:0x2dc1	          98	         109	     0.89908	           7	          10	     0.70000
exclude_help,i           @0x0:0x2dd0	          88	         109	     0.80734	           4	          10	     0.40000
strbuf_addst,sb          @0x0:0x27d5	          35	          40	     0.87500	           2	           3	     0.66667
strbuf_addst,s           @0x0:0x27e5	          36	          40	     0.90000	           3	           3	     1.00000
setup_auto_p,cmd         @0x0:0x1a8	          55	          60	     0.91667	           7	           8	     0.87500
setup_auto_p,def         @0x0:0x1b7	          55	          60	     0.91667	           6	           8	     0.75000
st_mult     ,a           @0x0:0x2f4f	          43	          43	     1.00000	           5	           5	     1.00000
st_mult     ,b           @0x0:0x2f5c	          37	          43	     0.86047	           5	           5	     1.00000
handle_optio,argv        @0x0:0x6b3	        2264	        2270	     0.99736	         199	         199	     1.00000
handle_optio,argc        @0x0:0x6c2	        2201	        2270	     0.96960	         197	         199	     0.98995
handle_optio,envchanged  @0x0:0x6d1	        2270	        2270	     1.00000	         199	         199	     1.00000
handle_optio,orig_argv   @0x0:0x6e0	        2243	        2270	     0.98811	         196	         199	     0.98492
handle_optio,cmd         @0x0:0x6f4	        1832	        2182	     0.83960	         170	         193	     0.88083
handle_optio,list        @0x0:0x710	         116	         116	     1.00000	           8	           8	     1.00000
handle_optio,i           @0x0:0x720	          51	         116	     0.43966	           2	           8	     0.25000
handle_optio,cwd         @0x0:0x73e	          45	          53	     0.84906	           4	           5	     0.80000
move_array  ,dst         @0x0:0x2eea	          44	          45	     0.97778	           3	           4	     0.75000
move_array  ,src         @0x0:0x2efa	          44	          45	     0.97778	           3	           4	     0.75000
move_array  ,n           @0x0:0x2f0a	          44	          45	     0.97778	           3	           4	     0.75000
move_array  ,size        @0x0:0x2f1a	          45	          45	     1.00000	           4	           4	     1.00000
copy_array  ,dst         @0x0:0x2fad	          44	          45	     0.97778	           3	           4	     0.75000
copy_array  ,src         @0x0:0x2fbd	          44	          45	     0.97778	           3	           4	     0.75000
copy_array  ,n           @0x0:0x2fcd	          44	          45	     0.97778	           3	           4	     0.75000
copy_array  ,size        @0x0:0x2fdd	          45	          45	     1.00000	           4	           4	     1.00000
skip_prefix ,str         @0x0:0x3da	          52	          52	     1.00000	           9	           9	     1.00000
skip_prefix ,prefix      @0x0:0x3ea	          52	          52	     1.00000	           9	           9	     1.00000
skip_prefix ,out         @0x0:0x3f8	          52	          52	     1.00000	           9	           9	     1.00000
gitstrchrnul,s           @0x0:0x2d1e	          36	          36	     1.00000	           4	           4	     1.00000
gitstrchrnul,c           @0x0:0x2d2e	          36	          36	     1.00000	           4	           4	     1.00000
_           ,msgid       @0x0:0xce4	          25	          25	     1.00000	           5	           5	     1.00000
is_builtin  ,s           @0x0:0x28a	          21	          21	     1.00000	           2	           2	     1.00000
git_find_las,path        @0x0:0x67c	          16	          16	     1.00000	           2	           2	     1.00000

params	       14828	       16730	     0.88631	        1483	        1641	     0.90372
vars	       16165	       25466	     0.63477	        1538	        2428	     0.63344
all	       30993	       42196	     0.73450	        3021	        4069	     0.74244
